ID,Tanggal,Jenis,Nama Transaksi,Akun,Akun Tujuan (Transfer),Anggota,Kategori,Jumlah (IDR),Catatan
468,2026-05-10 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,70000,mae coffee
469,2026-05-13 11:50:19,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,40000,
470,2026-05-14 15:58:32,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
471,2026-05-14 15:58:32,Pemasukan,Mingguan Ortu,UANG CASH,,basedata.myself,Mingguan Ortu,50000,
472,2026-05-14 15:58:32,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,50000,house shine coffee
473,2026-05-14 15:58:32,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,12000,pentol paman charlie
474,2026-05-17 11:07:40,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,26000,depot soloraya
475,2026-05-17 11:07:40,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,450000,
476,2026-05-17 15:46:01,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,neir coffee
477,2026-05-18 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,pentol pasar parabola
478,2026-05-18 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,air mineral
479,2026-05-29 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,27000,
481,2026-05-30 16:00:00,Pemasukan,Mingguan Ortu,UANG CASH,,basedata.myself,Mingguan Ortu,200000,
480,2026-05-31 13:47:30,Pemasukan,Trinity Scents,BRI,,basedata.myself,Trinity Scents ,1550000,
482,2026-06-01 11:13:33,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,risoles jumbo
483,2026-06-01 11:13:33,Pengeluaran,basedata.communication,BRI,,basedata.myself,basedata.communication,100000,pulsa
484,2026-06-01 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,tanjak coffee
485,2026-06-01 16:00:00,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,50000,ayam geprek jawara
487,2026-06-02 16:00:00,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,sate ayam
488,2026-06-02 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,pisang keju h kadap
486,2026-06-03 08:02:55,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,52000,house shine coffee
489,2026-06-03 18:24:44,Pemasukan,basedata.bonus,BRI,,basedata.myself,basedata.bonus,650000,
490,2026-06-04 10:49:05,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,50000,wet food
491,2026-06-04 14:09:23,Pengeluaran,Food,BRI,,basedata.myself,Food,250000,royal k bbq
492,2026-06-04 14:09:42,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,50000,potong rambut
498,2026-06-04 16:00:00,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,150000,
493,2026-06-05 06:39:02,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
494,2026-06-05 06:39:02,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,101 coffee
495,2026-06-05 06:39:02,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,14000,cendana
496,2026-06-05 13:31:39,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,26000,depot soloraya
497,2026-06-05 13:31:39,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
503,2026-06-05 16:00:00,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,50000,
499,2026-06-05 17:37:04,Pengeluaran,basedata.dress,BRI,,basedata.myself,basedata.dress,50000,
500,2026-06-06 06:15:34,Transfer,UANG CASH,BRI,UANG CASH,,,850000,
501,2026-06-06 06:15:34,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,800000,kost
502,2026-06-06 06:16:35,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,sate ayam
504,2026-06-07 15:05:17,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,17000,ayam geprek jawara
505,2026-06-07 15:05:17,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,6000,pentol bri adul
506,2026-06-07 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,17000,pentol kuah rth
507,2026-06-08 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,6000,pentol paman nduts
508,2026-06-08 16:00:00,Pengeluaran,basedata.dress,BRI,,basedata.myself,basedata.dress,250000,jersey timnas away
513,2026-06-09 16:00:00,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,15000,pondok jus chua
509,2026-06-10 13:15:52,Transfer,UANG CASH,BRI,UANG CASH,,,50000,
510,2026-06-10 13:15:52,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,pentol paman nduts
511,2026-06-10 13:15:52,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,air mineral
512,2026-06-10 13:15:52,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,10000,mie ayam rth hasan basri
514,2026-06-10 16:00:00,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,50000,dryfood
515,2026-06-10 16:00:00,Pengeluaran,basedata.communication,BRI,,basedata.myself,basedata.communication,50000,icloud+
516,2026-06-11 09:24:49,Pengeluaran,Nongkrongs,BRI,,basedata.myself,Nongkrongs ,50000,house shine coffee
517,2026-06-12 10:01:15,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,250000,
518,2026-06-12 10:01:15,Transfer,UANG CASH,BRI,UANG CASH,,,50000,
519,2026-06-12 13:06:14,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,25000,angkringan rth hasan basri
520,2026-06-13 14:46:10,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,angkringan rth hasan basri
521,2026-06-15 12:51:02,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,pentol paman charlie
523,2026-06-20 16:00:00,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
524,2026-06-20 16:00:00,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,23000,nasi goreng cah solo
522,2026-06-21 04:58:43,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,200000,
525,2026-06-22 13:29:10,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,16000,cendana
526,2026-06-22 13:29:10,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,bebek sinjay
527,2026-06-22 13:29:10,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",5000,
528,2026-06-22 16:00:00,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,33000,lalapan random
529,2026-06-22 16:00:00,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
530,2026-06-24 12:52:40,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,250000,
532,2026-06-24 16:00:00,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,200000,perfume
531,2026-06-25 13:58:28,Pengeluaran,Nongkrongs,BRI,,basedata.myself,Nongkrongs ,50000,tusuk coffee
533,2026-06-29 12:19:10,Pemasukan,basedata.parttime_job,BRI,,basedata.myself,basedata.parttime_job,750000,
534,2026-06-30 10:53:42,Pemasukan,basedata.bonus,BRI,,basedata.myself,basedata.bonus,950000,
535,2026-06-30 10:53:42,Pemasukan,basedata.bonus,UANG CASH,,basedata.myself,basedata.bonus,300000,
536,2026-06-30 10:53:42,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,62000,lalapan sarang halang
537,2026-06-30 10:53:42,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,26000,kelistrikan
538,2026-06-30 10:53:42,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,60000,rak serbaguna
539,2026-06-30 10:53:42,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,alfamart
540,2026-06-30 10:53:42,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,sempol
541,2026-06-30 13:40:48,Pengeluaran,House needs,BRI,,basedata.myself,House needs ,50000,rak parfum
542,2026-06-30 14:06:28,Pemasukan,Trinity Scents,BRI,,basedata.myself,Trinity Scents ,1300000,
544,2026-06-30 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,6000,minum
545,2026-06-30 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,29000,angkringan rth hasan basri
543,2026-07-01 10:43:36,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,sempol
546,2026-07-02 12:47:03,Pengeluaran,basedata.dress,BRI,,basedata.myself,basedata.dress,200000,jeans rockmaker
547,2026-07-02 15:26:52,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,sempol
548,2026-07-03 14:58:12,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,24000,bobby fried chicken
549,2026-07-04 15:15:46,Pengeluaran,basedata.beautify,UANG CASH,,basedata.myself,basedata.beautify,29000,
550,2026-07-05 10:02:45,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,400000,perfume
551,2026-07-07 06:17:36,Transfer,UANG CASH,BRI,UANG CASH,,,200000,
552,2026-07-07 06:17:36,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,28000,soto ayam cak ipul
553,2026-07-07 06:17:36,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
554,2026-07-07 06:17:36,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,30000,pisang keju kai ikin
555,2026-07-07 06:20:27,Pengeluaran,Perawatan Motor,UANG CASH,,basedata.myself,Perawatan Motor,5000,tambah angin
556,2026-07-07 08:25:10,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",5000,
557,2026-07-07 08:25:10,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,30000,
558,2026-07-07 09:11:49,Pengeluaran,basedata.education,BRI,,basedata.myself,basedata.education,350000,claude AI
559,2026-07-07 10:26:11,Pengeluaran,basedata.dress,BRI,,basedata.myself,basedata.dress,150000,handbag
560,2026-07-07 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,27000,house shine coffee
561,2026-07-07 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,pentol paman nduts
562,2026-07-07 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,24000,risoles bunda mts
566,2026-07-08 16:00:00,Pengeluaran,basedata.recreation,BRI,,basedata.myself,basedata.recreation,50000,game
563,2026-07-09 05:50:51,Pemasukan,basedata.parttime_job,BRI,,basedata.myself,basedata.parttime_job,500000,
564,2026-07-09 05:50:51,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,100000,
565,2026-07-09 15:26:40,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,air mineral
569,2026-07-09 16:00:00,Pengeluaran,House needs,BRI,,basedata.myself,House needs ,150000,cermin standing
567,2026-07-10 10:53:41,Pemasukan,basedata.parttime_job,BRI,,basedata.myself,basedata.parttime_job,200000,
568,2026-07-10 14:09:05,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,250000,berobat leo
570,2026-07-12 16:00:00,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,200000,
571,2026-07-18 16:00:00,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,200000,
572,2026-07-20 04:01:52,Pengeluaran,basedata.communication,BRI,,basedata.myself,basedata.communication,50000,wifi kost
573,2026-07-20 08:35:18,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
574,2026-07-20 08:35:18,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,sate ayam
575,2026-07-20 08:35:18,Pengeluaran,Foodstuffs,UANG CASH,,basedata.myself,Foodstuffs ,15000,telur
576,2026-07-20 08:35:18,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,28000,kentuki
577,2026-07-21 04:59:17,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,27000,nasi padang
578,2026-07-21 06:16:14,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,100000,
579,2026-07-21 08:00:57,Transfer,UANG CASH,BRI,UANG CASH,,,200000,
580,2026-07-21 08:00:57,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,42000,nona merawa
581,2026-07-22 09:42:48,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,21000,cendana
582,2026-07-22 09:42:48,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,29000,kuroba coffee
583,2026-07-22 11:42:02,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,200000,
584,2026-07-22 12:35:54,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,100000,\"shampoo makarizo, deodorant, salsa hair serum\"
585,2026-07-22 12:35:54,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,11000,bobby fried chicken
586,2026-07-22 12:35:54,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",4000,
587,2026-07-22 12:35:54,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,air mineral
588,2026-07-23 01:01:41,Pengeluaran,basedata.communication,BRI,,basedata.myself,basedata.communication,50000,kuota
589,2026-07-23 01:01:41,Pengeluaran,basedata.recreation,BRI,,basedata.myself,basedata.recreation,50000,tiket film
590,2026-07-23 06:41:59,Pengeluaran,Nongkrongs,BRI,,basedata.myself,Nongkrongs ,50000,la majesty coffee
591,2026-07-23 11:34:47,Pengeluaran,basedata.dress,BRI,,basedata.myself,basedata.dress,1000000,sepatu
592,2026-07-23 14:31:49,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",8000,
593,2026-07-23 14:31:49,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,30000,mie ayam surya
594,2026-07-24 11:01:41,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,24000,ags
595,2026-07-24 11:01:41,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,30000,pisang keju kai ikin
596,2026-07-27 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,pentol paman nduts
597,2026-07-29 14:22:49,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
598,2026-07-29 14:22:49,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,27000,ags
599,2026-07-29 14:22:49,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",5000,
600,2026-07-30 10:32:00,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",5000,
601,2026-07-30 10:32:00,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,25000,depot soloraya
602,2026-07-30 11:45:13,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,35000,
603,2026-07-30 13:24:51,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,300000,
605,2026-07-30 16:00:00,Transfer,UANG CASH,BRI,UANG CASH,,,200000,
606,2026-07-30 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,130000,laponda
607,2026-07-30 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,60000,arunika coffee
608,2026-07-30 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,18000,jinak coffee
609,2026-07-30 16:00:00,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,100000,
604,2026-07-31 17:29:16,Pemasukan,Trinity Scents,BRI,,basedata.myself,Trinity Scents ,1500000,
610,2026-07-31 18:21:07,Pengeluaran,basedata.dress,BRI,,basedata.myself,basedata.dress,300000,running shoes
611,2026-08-01 04:59:10,Pengeluaran,basedata.dress,BRI,,basedata.myself,basedata.dress,50000,running belt
612,2026-08-01 04:59:10,Pengeluaran,basedata.gift,BRI,,basedata.myself,basedata.gift,100000,
613,2026-08-01 15:59:19,Pengeluaran,basedata.gift,BRI,,basedata.myself,basedata.gift,150000,
614,2026-08-02 12:53:51,Pengeluaran,basedata.dress,BRI,,basedata.myself,basedata.dress,100000,running clothes
615,2026-08-04 05:02:10,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,200000,
616,2026-08-04 11:38:50,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
617,2026-08-04 11:38:50,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,78000,glow
618,2026-08-04 11:57:30,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,gorengan
619,2026-08-05 07:20:11,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
620,2026-08-05 07:20:11,Pengeluaran,basedata.dress,UANG CASH,,basedata.myself,basedata.dress,25000,jahitan
621,2026-08-05 07:20:11,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,13000,cendana
622,2026-08-05 07:20:11,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,6000,es doger
623,2026-08-06 11:45:23,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,bakaran
624,2026-08-06 11:45:23,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,18000,ayam geprek midodari
625,2026-08-07 08:20:47,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,30000,aygor
626,2026-08-07 15:29:29,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
627,2026-08-07 15:29:29,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,14000,nasi goreng
628,2026-08-08 10:35:09,Transfer,UANG CASH,BRI,UANG CASH,,,900000,
629,2026-08-08 10:35:09,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,sate ayam
630,2026-08-08 10:35:09,Pengeluaran,Foodstuffs,UANG CASH,,basedata.myself,Foodstuffs ,15000,telur
631,2026-08-08 10:35:09,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,27000,indomaret
632,2026-08-09 06:44:30,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,800000,kost
633,2026-08-09 06:44:30,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,15000,cendana
634,2026-08-09 10:05:44,Pengeluaran,Perawatan Motor,UANG CASH,,basedata.myself,Perawatan Motor,25000,cuci motor
635,2026-08-09 10:05:44,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,11000,milo es
636,2026-08-10 09:55:58,Pengeluaran,Food,BRI,,basedata.myself,Food,50000,rocket chicken
637,2026-08-10 09:55:58,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,20000,gas portable
638,2026-08-10 10:08:34,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,13000,
639,2026-08-11 02:11:57,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,400000,
640,2026-08-11 02:11:57,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,350000,
641,2026-08-11 04:59:20,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
642,2026-08-11 04:59:20,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",5000,
643,2026-08-11 04:59:20,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,26000,soto ayam cak ipul
644,2026-08-11 04:59:20,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,15000,bfc fried chicken
645,2026-08-12 04:15:56,Pengeluaran,basedata.communication,BRI,,basedata.myself,basedata.communication,50000,icloud+
646,2026-08-12 06:36:32,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
647,2026-08-12 12:51:20,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
648,2026-08-12 12:51:20,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,24000,bebek sinjay
649,2026-08-12 12:51:20,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,17000,laundry
650,2026-08-12 12:51:20,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,2000,isi ulang galon
654,2026-08-12 16:00:00,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,59000,ayam ganje
655,2026-08-12 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,minum
651,2026-08-13 13:23:16,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,40000,kedai bunda
652,2026-08-13 13:23:16,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,46000,
653,2026-08-13 13:23:16,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
656,2026-08-14 05:21:47,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,2000,
657,2026-08-14 05:21:57,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
658,2026-08-14 14:20:06,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,28000,toko kopi jaya
659,2026-08-14 14:20:06,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",4000,
660,2026-08-14 14:20:06,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,21000,bpjs
661,2026-08-14 14:20:06,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,15000,kayutangi
662,2026-08-14 14:22:21,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",15000,gojek
663,2026-08-15 12:44:44,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",3000,
664,2026-08-15 12:44:44,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,alfamart
665,2026-08-15 12:44:44,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
666,2026-08-15 12:44:44,Pengeluaran,basedata.gift,BRI,,basedata.myself,basedata.gift,100000,
667,2026-08-15 12:46:06,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,900000,
668,2026-08-16 15:27:31,Pengeluaran,Nongkrongs,BRI,,basedata.myself,Nongkrongs ,50000,nordu coffee
669,2026-08-16 15:27:31,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
670,2026-08-16 15:27:31,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,7000,pentol
676,2026-08-16 16:00:00,Pengeluaran,basedata.gift,BRI,,basedata.myself,basedata.gift,600000,
671,2026-08-17 14:30:26,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,27000,aiakawa coffee
672,2026-08-17 14:30:26,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",10000,
673,2026-08-17 14:30:26,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,15000,richesee chicken
674,2026-08-17 14:31:01,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,16000,cendana
675,2026-08-17 15:47:47,Pengeluaran,Food,BRI,,basedata.myself,Food,50000,richesee chicken
681,2026-08-17 16:00:00,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,16000,ayam geprek midodari
677,2026-08-18 05:29:28,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
678,2026-08-18 05:29:28,Pengeluaran,basedata.education,BRI,,basedata.myself,basedata.education,150000,print
679,2026-08-18 05:29:28,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,sate ayam
680,2026-08-18 05:29:28,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,pempek
688,2026-08-18 16:00:00,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,250000,
682,2026-08-19 05:49:18,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,100000,
683,2026-08-19 06:48:39,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,sate ayam
684,2026-08-19 06:48:39,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,12000,roti pisang
685,2026-08-19 14:20:39,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,24000,indomaret
687,2026-08-20 13:23:00,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
689,2026-08-20 13:23:22,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,25000,depot soloraya
690,2026-08-20 13:23:22,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,morrow coffee
691,2026-08-20 13:23:22,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
692,2026-08-20 13:23:22,Pengeluaran,Food,BRI,,basedata.myself,Food,200000,royal k bbq
693,2026-08-20 13:28:51,Pengeluaran,Cemal Cemil,BRI,,basedata.myself,Cemal Cemil,50000,chikuro duta mall
694,2026-08-21 09:52:55,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,14000,cendana
695,2026-08-21 09:52:55,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,42000,tusuk coffee
696,2026-08-21 14:41:34,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
697,2026-08-21 14:41:34,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
698,2026-08-21 14:41:34,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,pentol
699,2026-08-21 14:41:34,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",20000,
700,2026-08-22 05:54:46,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,100000,
701,2026-08-22 12:39:21,Pengeluaran,Foodstuffs,UANG CASH,,basedata.myself,Foodstuffs ,45000,mie
702,2026-08-22 12:39:21,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,depot soloraya
703,2026-08-23 12:37:59,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
704,2026-08-23 12:37:59,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,1815 coffee
705,2026-08-23 12:37:59,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,55000,
706,2026-08-23 12:37:59,Pengeluaran,Foodstuffs,UANG CASH,,basedata.myself,Foodstuffs ,25000,\"telur, beras\"
707,2026-08-23 12:40:12,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,pentol bakar
