ID,Tanggal,Jenis,Nama Transaksi,Akun,Akun Tujuan (Transfer),Anggota,Kategori,Jumlah (IDR),Catatan
234,2026-02-23 15:54:28,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",5000,
235,2026-02-23 20:48:35,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,bebek sinjay
236,2026-02-24 11:36:19,Pengeluaran,TRINITY SCENT,Sea Bank,,basedata.myself,TRINITY SCENT,200000,
237,2026-02-24 12:09:52,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,nordu coffee
238,2026-02-24 12:10:11,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
239,2026-02-25 05:02:07,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,200000,
240,2026-02-25 05:02:07,Transfer,UANG CASH,BRI,UANG CASH,,,700000,
241,2026-02-25 07:36:58,Transfer,UANG CASH,BRI,UANG CASH,,,200000,
242,2026-02-25 07:36:58,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,750000,kost
243,2026-02-25 09:44:11,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,100000,
244,2026-02-25 10:25:18,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,15000,kentuki
245,2026-02-25 10:25:18,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,15000,saos sambel
248,2026-02-25 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,10000,house shine coffee
246,2026-02-26 11:37:15,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,25000,lalapan si doel
247,2026-02-26 11:37:15,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,25000,house shine coffee
249,2026-02-28 13:00:09,Pengeluaran,basedata.tax,UANG CASH,,basedata.myself,basedata.tax,10000,
250,2026-02-28 13:00:09,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,40000,angkringan kula kita
251,2026-02-28 15:07:05,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",10000,
252,2026-02-28 15:07:05,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,10000,mie goreng
253,2026-02-28 15:07:05,Pengeluaran,Foodstuffs,UANG CASH,,basedata.myself,Foodstuffs ,13000,\"telur, mie\"
254,2026-03-01 10:04:34,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,100000,
255,2026-03-01 10:04:34,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
256,2026-03-01 10:04:34,Pengeluaran,TRINITY SCENT,UANG CASH,,basedata.myself,TRINITY SCENT,33000,\"print, laminate, label\"
257,2026-03-01 10:04:34,Pengeluaran,House needs,UANG CASH,,basedata.myself,House needs ,20000,kursi lipat
258,2026-03-01 11:03:54,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,es teh jumbo
259,2026-03-01 15:01:02,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,24000,lalapan putri kartini
260,2026-03-01 15:03:13,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,300000,
264,2026-03-01 16:00:00,Pengeluaran,House needs,BRI,,basedata.myself,House needs ,50000,kursi lipat
261,2026-03-02 12:17:31,Pengeluaran,TRINITY SCENT,UANG CASH,,basedata.myself,TRINITY SCENT,10000,
262,2026-03-02 12:17:31,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,25000,point coffee
263,2026-03-02 13:27:44,Pengeluaran,TRINITY SCENT,UANG CASH,,basedata.myself,TRINITY SCENT,10000,
266,2026-03-03 11:12:53,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
267,2026-03-03 11:12:53,Pengeluaran,basedata.beautify,UANG CASH,,basedata.myself,basedata.beautify,26000,shampoo makarizo
268,2026-03-03 11:12:53,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,4000,air mineral
269,2026-03-03 11:12:53,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,milo es
270,2026-03-04 13:10:49,Pengeluaran,basedata.tax,UANG CASH,,basedata.myself,basedata.tax,15000,
271,2026-03-04 13:10:49,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,8000,air mineral
272,2026-03-04 14:05:35,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,tahu krispi
273,2026-03-04 14:05:35,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,12000,pentol paman nduts
274,2026-03-04 14:31:53,Pemasukan,basedata.parttime_job,BRI,,basedata.myself,basedata.parttime_job,250000,
275,2026-03-04 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,pentol paman nduts
276,2026-03-04 16:00:00,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
277,2026-03-04 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,50000,house shine coffee
278,2026-03-06 06:38:13,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,50000,
279,2026-03-08 10:37:14,Pemasukan,Mingguan Ortu,UANG CASH,,basedata.myself,Mingguan Ortu,100000,
280,2026-03-08 10:37:14,Pengeluaran,Perawatan Motor,UANG CASH,,basedata.myself,Perawatan Motor,45000,kampas rem
281,2026-03-08 10:37:14,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,15000,
282,2026-03-08 10:37:14,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,21000,bobby fried chicken
283,2026-03-08 15:39:03,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,3000,pentol goreng
284,2026-03-08 16:00:00,Pengeluaran,basedata.communication,BRI,,basedata.myself,basedata.communication,50000,pulsa
290,2026-03-09 16:00:00,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
285,2026-03-10 10:04:06,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,250000,
286,2026-03-10 10:04:06,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
287,2026-03-10 10:04:06,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,16000,ayam geprek midodari
288,2026-03-10 10:04:06,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,6000,air mineral
289,2026-03-10 13:44:57,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,mangkupi
291,2026-03-11 08:01:17,Pengeluaran,basedata.recreation,UANG CASH,,basedata.myself,basedata.recreation,50000,timezone
292,2026-03-11 08:01:17,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
293,2026-03-11 10:12:32,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",8000,
294,2026-03-11 10:12:32,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,58000,arunika coffee
295,2026-03-11 10:59:04,Pengeluaran,\"Ojol, Parkir\",UANG CASH,,basedata.myself,\"Ojol, Parkir\",2000,
296,2026-03-11 13:42:24,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,50000,potong rambut
297,2026-03-11 15:54:44,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,8000,air mineral
298,2026-03-12 12:08:02,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
299,2026-03-12 12:08:02,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,45000,
300,2026-03-12 12:08:02,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,angkringan rth hasan basri
301,2026-03-12 12:08:02,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,2000,air mineral
302,2026-03-12 12:08:02,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,15000,bobby fried chicken
303,2026-03-12 12:08:45,Pengeluaran,basedata.communication,BRI,,basedata.myself,basedata.communication,50000,icloud+
304,2026-03-12 12:09:08,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,900000,
305,2026-03-12 12:12:27,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,takoyaki
306,2026-03-12 12:12:27,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,2000,air mineral
307,2026-03-12 14:35:23,Transfer,UANG CASH,BRI,UANG CASH,,,200000,
308,2026-03-12 14:40:31,Pengeluaran,basedata.tax,UANG CASH,,basedata.myself,basedata.tax,6000,minus
309,2026-03-13 09:58:08,Pengeluaran,TRINITY SCENT,UANG CASH,,basedata.myself,TRINITY SCENT,45000,
310,2026-03-13 15:29:32,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,milo es
311,2026-03-14 11:45:04,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,17000,bobby fried chicken
312,2026-03-14 11:45:04,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,8000,pempek
313,2026-03-14 11:45:04,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,7000,es
314,2026-03-14 18:09:51,Pemasukan,basedata.parttime_job,BRI,,basedata.myself,basedata.parttime_job,250000,
315,2026-03-15 09:20:31,Pengeluaran,TRINITY SCENT,UANG CASH,,basedata.myself,TRINITY SCENT,30000,
316,2026-03-15 09:20:31,Pengeluaran,basedata.beautify,UANG CASH,,basedata.myself,basedata.beautify,28000,salsa
317,2026-03-16 13:29:41,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,pempek
318,2026-03-16 13:29:41,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,10000,bobby fried chicken
322,2026-03-16 16:00:00,Pemasukan,basedata.parttime_job,BRI,,basedata.myself,basedata.parttime_job,650000,
319,2026-03-17 03:43:51,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,150000,grooming
320,2026-03-17 11:07:43,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,30000,bobby fried chicken
321,2026-03-17 13:47:32,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,25000,tanjak coffee
326,2026-03-19 16:00:00,Pemasukan,Trinity Scents,BRI,,basedata.myself,Trinity Scents ,500000,
323,2026-03-20 03:54:54,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,200000,perfume
324,2026-03-20 14:47:55,Pemasukan,Mingguan Ortu,UANG CASH,,basedata.myself,Mingguan Ortu,50000,
325,2026-03-20 14:48:03,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,65000,house shine coffee
327,2026-03-21 08:46:59,Pemasukan,basedata.bonus,UANG CASH,,basedata.myself,basedata.bonus,250000,
328,2026-03-21 15:19:10,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,50000,house shine coffee
332,2026-03-22 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,25000,indomaret
329,2026-03-23 05:57:27,Pengeluaran,basedata.tax,BRI,,basedata.myself,basedata.tax,100000,shopee
330,2026-03-23 15:33:31,Pemasukan,basedata.parttime_job,BRI,,basedata.myself,basedata.parttime_job,250000,
331,2026-03-23 15:33:31,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,55000,house shine coffee
333,2026-03-24 09:55:32,Pemasukan,Mingguan Ortu,UANG CASH,,basedata.myself,Mingguan Ortu,50000,
334,2026-03-24 09:55:32,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,point coffee indomaret
335,2026-03-24 15:43:45,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,32000,house shine coffee
336,2026-03-25 08:27:41,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,100000,
337,2026-03-25 09:30:46,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,30000,pentol paman nduts
338,2026-03-26 08:08:29,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,pempek
339,2026-03-26 08:08:29,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,pentol paman nduts
340,2026-03-26 08:08:29,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,6000,air mineral
341,2026-03-26 13:00:09,Pengeluaran,basedata.communication,UANG CASH,,basedata.myself,basedata.communication,50000,pulsa
342,2026-03-27 12:51:40,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,roti bakar
343,2026-03-27 12:51:40,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,extrajoss susu
347,2026-03-27 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,35000,house shine coffee
348,2026-03-27 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,pentol charlie 0km Pelaihari
344,2026-03-28 11:02:16,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
345,2026-03-28 11:02:16,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,33000,mie gacoan
346,2026-03-28 11:02:16,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,air es
349,2026-03-28 16:00:00,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
350,2026-03-28 16:00:00,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,30000,lalapan wm andalan
351,2026-03-30 06:57:12,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,60000,
352,2026-03-30 12:29:20,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
353,2026-03-30 12:29:20,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,29000,angkringan kala senja
354,2026-03-31 13:00:24,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,bobby fried chicken
355,2026-03-31 16:02:50,Pemasukan,Trinity Scents,BRI,,basedata.myself,Trinity Scents ,1200000,
356,2026-04-01 09:42:43,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,sempol
357,2026-04-01 09:42:43,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,12000,pempek
358,2026-04-01 09:42:43,Pengeluaran,Perawatan Motor,UANG CASH,,basedata.myself,Perawatan Motor,10000,baterai
359,2026-04-01 12:51:43,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,air mineral
360,2026-04-01 12:51:43,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,26000,angkringan rth hasan basri
361,2026-04-02 09:03:25,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
362,2026-04-02 13:05:26,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,pentol paman nduts
365,2026-04-02 16:00:00,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,200000,perfume
363,2026-04-03 12:40:58,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,30000,angkringan rth hasan basri
364,2026-04-03 12:40:58,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,indomaret
366,2026-04-04 12:49:33,Transfer,UANG CASH,BRI,UANG CASH,,,150000,
367,2026-04-04 12:49:50,Pengeluaran,basedata.beautify,UANG CASH,,basedata.myself,basedata.beautify,150000,perfume
368,2026-04-04 12:49:50,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,17000,pentol paman charlie
369,2026-04-05 05:01:14,Pemasukan,Mingguan Ortu,UANG CASH,,basedata.myself,Mingguan Ortu,250000,
370,2026-04-05 07:27:20,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,100000,
371,2026-04-05 11:31:07,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,risoles jumbo
372,2026-04-06 09:42:07,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,milo es
373,2026-04-06 10:44:43,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,150000,
374,2026-04-06 10:45:15,Pengeluaran,House needs,BRI,,basedata.myself,House needs ,800000,kost
375,2026-04-06 13:19:56,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,pentol kuah rth
376,2026-04-07 07:28:52,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,48000,pal 21 coffee
377,2026-04-07 07:28:52,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,25000,alfamart
378,2026-04-07 15:29:02,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,32000,angkringan rth hasan basri
379,2026-04-08 10:51:21,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,indomaret
380,2026-04-08 10:51:21,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,sempol
381,2026-04-08 10:51:21,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,6000,jeruk es
382,2026-04-08 15:52:13,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,25000,bobby fried chicken
383,2026-04-09 05:00:27,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,45000,
384,2026-04-09 09:45:20,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,risoles jumbo
385,2026-04-09 13:02:47,Pengeluaran,basedata.communication,BRI,,basedata.myself,basedata.communication,50000,icloud+
386,2026-04-10 05:39:09,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,800000,
387,2026-04-10 17:32:49,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,14000,ebot
388,2026-04-11 02:46:31,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,200000,
389,2026-04-11 15:22:06,Transfer,UANG CASH,BRI,UANG CASH,,,50000,
390,2026-04-11 15:22:06,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,pempek
391,2026-04-11 15:22:06,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,2000,air es
392,2026-04-13 12:13:45,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,bobby fried chicken
393,2026-04-13 12:13:45,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,pentol paman charlie
394,2026-04-13 13:44:03,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
395,2026-04-13 13:44:03,Pengeluaran,basedata.beautify,UANG CASH,,basedata.myself,basedata.beautify,80000,perfume
396,2026-04-16 15:18:48,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,23000,pentol paman charlie
397,2026-04-18 06:10:32,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,300000,perfume
398,2026-04-19 16:00:00,Transfer,UANG CASH,BRI,UANG CASH,,,150000,
399,2026-04-19 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,tanjak coffee
400,2026-04-21 09:40:08,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,50000,
401,2026-04-21 09:40:08,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,
402,2026-04-21 13:56:58,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,22000,ayam geprek solo
403,2026-04-21 13:56:58,Pengeluaran,"Ojol, Parkir",UANG CASH,,basedata.myself,"Ojol, Parkir",2000,
404,2026-04-21 13:56:58,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,4000,es teh jumbo
405,2026-04-21 13:57:30,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,50000,potong rambut
406,2026-04-22 10:57:29,Pengeluaran,basedata.beautify,UANG CASH,,basedata.myself,basedata.beautify,32000,decant parfum
407,2026-04-22 13:24:43,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
408,2026-04-22 13:24:43,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,200000,
409,2026-04-22 13:24:43,Pengeluaran,basedata.education,UANG CASH,,basedata.myself,basedata.education,40000,print
410,2026-04-22 13:24:43,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,20000,paijo
411,2026-04-22 13:24:43,Pengeluaran,Foodstuffs,UANG CASH,,basedata.myself,Foodstuffs ,10000,telur
412,2026-04-23 13:48:14,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,1000000,
413,2026-04-23 13:48:14,Pengeluaran,Food,BRI,,basedata.myself,Food,200000,royal k bbq
414,2026-04-23 13:48:14,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,101 coffee
420,2026-04-23 16:00:00,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,25000,nasi kuning handil bakti
421,2026-04-23 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,alfamart
415,2026-04-24 06:43:33,Transfer,UANG CASH,BRI,UANG CASH,,,100000,
416,2026-04-24 06:43:33,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,25000,pal 21 coffee
417,2026-04-24 06:59:15,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,400000,perfume
418,2026-04-24 08:47:53,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,15000,pentol 1991
419,2026-04-24 12:15:19,Pengeluaran,basedata.pet,BRI,,basedata.myself,basedata.pet,300000,
422,2026-04-24 16:00:00,Pengeluaran,House needs,BRI,,basedata.myself,House needs ,800000,kost
424,2026-04-26 16:00:00,Pemasukan,Trinity Scents,BRI,,basedata.myself,Trinity Scents ,300000,
425,2026-04-26 16:00:00,Pemasukan,Trinity Scents,UANG CASH,,basedata.myself,Trinity Scents ,200000,
426,2026-04-26 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,20000,tanjak coffee
427,2026-04-26 16:00:00,Pengeluaran,Nongkrongs,UANG CASH,,basedata.myself,Nongkrongs ,15000,tanjak coffee
423,2026-04-27 09:09:29,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,350000,
428,2026-04-28 12:00:07,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,35000,angkringan rth hasan basri
429,2026-04-28 12:01:22,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,5000,extrajoss susu
430,2026-04-29 15:09:07,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,pentol paman charlie
431,2026-04-30 15:07:54,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,30000,mie gacoan
432,2026-04-30 15:07:54,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,25000,makmoer bersama coffee
433,2026-04-30 15:07:54,Pengeluaran,basedata.tax,UANG CASH,,basedata.myself,basedata.tax,5000,
436,2026-04-30 16:00:00,Pengeluaran,Foodstuffs,UANG CASH,,basedata.myself,Foodstuffs ,55000,ayam
434,2026-05-01 14:15:19,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,batagor
435,2026-05-01 14:15:19,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,7000,jeruk es
437,2026-05-02 11:11:57,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,8000,dancow coklat es
438,2026-05-03 13:16:57,Pemasukan,Mingguan Ortu,UANG CASH,,basedata.myself,Mingguan Ortu,200000,
439,2026-05-03 13:16:57,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,25000,ayam geprek solo
440,2026-05-04 11:33:04,Pemasukan,Mingguan Ortu,BRI,,basedata.myself,Mingguan Ortu,650000,
441,2026-05-04 11:33:04,Pengeluaran,Food,BRI,,basedata.myself,Food,400000,sushi tei
442,2026-05-05 08:09:36,Pengeluaran,basedata.beautify,BRI,,basedata.myself,basedata.beautify,150000,
443,2026-05-05 08:09:36,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,55000,soto ayam cak ipul
444,2026-05-05 14:18:18,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,55000,mie gacoan
445,2026-05-06 06:42:30,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,50000,ayam geprek solo
446,2026-05-06 14:37:20,Transfer,UANG CASH,BRI,UANG CASH,,,300000,
447,2026-05-06 14:37:20,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,138000,angkringan pak lik
448,2026-05-06 14:37:20,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,75000,
449,2026-05-07 15:03:51,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,10000,seblak nr sabila
450,2026-05-07 15:03:51,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,8000,es teh jumbo
451,2026-05-07 15:03:51,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,12000,es doger
452,2026-05-07 15:03:51,Transfer,UANG CASH,BRI,UANG CASH,,,400000,
453,2026-05-07 15:03:51,Pengeluaran,Food,UANG CASH,,basedata.myself,Food,46000,sate ayam
454,2026-05-07 15:03:51,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,30000,indomaret
455,2026-05-07 15:06:54,Pengeluaran,"Ojol, Parkir",UANG CASH,,basedata.myself,"Ojol, Parkir",4000,
456,2026-05-08 13:47:56,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,32000,pisang kipas bati-bati
457,2026-05-08 13:47:56,Pengeluaran,"Ojol, Parkir",UANG CASH,,basedata.myself,"Ojol, Parkir",2000,
458,2026-05-08 13:47:56,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,25000,alfamart
459,2026-05-08 13:47:56,Pengeluaran,"Ojol, Parkir",UANG CASH,,basedata.myself,"Ojol, Parkir",2000,
460,2026-05-08 13:47:56,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,10000,basreng basah
461,2026-05-08 13:47:56,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,58000,angkringan protoroyo
462,2026-05-08 13:47:56,Pengeluaran,basedata.travel,UANG CASH,,basedata.myself,basedata.travel,15000,jas hujan
463,2026-05-08 13:47:56,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,20000,alfamart
464,2026-05-08 13:50:12,Pengeluaran,Bensin,UANG CASH,,basedata.myself,Bensin,35000,
466,2026-05-09 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,30000,indomaret
465,2026-05-10 13:30:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,13000,pentol pemko
467,2026-05-10 16:00:00,Pengeluaran,Cemal Cemil,UANG CASH,,basedata.myself,Cemal Cemil,40000,chikuro duta mall
